age,education,career,sleep_hours,exercise,risk_tolerance,location,income_2040,happiness_score,health_score,relationship_stability
25,Master's,Entrepreneur,8.4,Rarely,5,Rural,77500,6.0,65,61
19,Master's,Doctor,6.4,1-2x/week,10,Rural,102600,7.3,75,79
38,PhD,Entrepreneur,6.6,1-2x/week,4,Suburban,92200,6.0,75,34
20,Bachelor's,Artist,8.6,Daily,10,Urban,48000,7.0,84,97
34,Master's,Engineer,7.0,Daily,0,Rural,83600,4.3,89,67
26,Master's,Entrepreneur,7.8,Daily,8,Urban,79400,6.5,86,80
24,PhD,Educator,6.1,Daily,5,Suburban,82100,4.9,83,44
53,Bachelor's,Artist,9.0,Rarely,7,Rural,59700,9.0,72,72
51,PhD,Other,7.9,Rarely,9,Suburban,84900,7.5,57,97
65,PhD,Educator,6.6,Daily,7,Suburban,99500,5.3,81,72
64,High School,Educator,4.5,3-5x/week,7,Suburban,69100,6.8,75,74
23,PhD,Artist,9.0,1-2x/week,3,Rural,65700,5.6,72,71
39,High School,Doctor,6.7,3-5x/week,0,Rural,85600,4.7,76,45
30,High School,Engineer,6.6,3-5x/week,6,Urban,65000,5.9,85,63
34,Master's,Artist,6.9,3-5x/week,8,Rural,62600,6.0,74,75
21,Bachelor's,Doctor,8.0,Rarely,6,Urban,91400,6.6,62,96
25,PhD,Educator,6.5,3-5x/week,0,Urban,80000,4.6,75,43
33,Bachelor's,Engineer,7.6,3-5x/week,6,Urban,76200,3.7,81,90
65,Master's,Other,8.6,1-2x/week,1,Suburban,76500,5.3,74,58
62,Master's,Entrepreneur,8.2,3-5x/week,2,Urban,90800,4.1,87,26
58,PhD,Doctor,8.3,Daily,0,Suburban,123200,4.1,81,44
32,Master's,Other,7.9,Rarely,5,Rural,65300,5.3,57,65
40,High School,Entrepreneur,9.5,1-2x/week,0,Urban,61000,5.0,86,51
51,PhD,Doctor,8.3,3-5x/week,5,Suburban,122900,6.1,85,61
43,Bachelor's,Artist,5.4,1-2x/week,4,Urban,54200,7.1,71,47
39,Master's,Educator,8.1,1-2x/week,4,Suburban,77600,5.8,64,87
61,PhD,Educator,7.6,Daily,3,Suburban,95900,6.3,79,60
27,Bachelor's,Educator,6.3,Daily,3,Rural,62300,4.9,76,75
35,Master's,Other,6.6,Rarely,0,Rural,64000,5.2,63,43
53,PhD,Educator,6.6,Rarely,10,Suburban,96200,5.9,64,77
24,Bachelor's,Doctor,6.6,3-5x/week,3,Rural,91100,5.4,77,63
63,PhD,Educator,7.8,Rarely,2,Suburban,96200,5.1,68,67
31,High School,Other,6.5,1-2x/week,1,Urban,42900,4.1,82,69
26,High School,Doctor,8.2,Rarely,0,Urban,80400,5.5,59,43
28,PhD,Doctor,6.1,3-5x/week,10,Urban,116200,6.6,88,85
41,Bachelor's,Engineer,8.7,1-2x/week,9,Rural,80900,5.7,84,61
25,Bachelor's,Other,7.4,Daily,9,Urban,54500,8.0,85,67
51,Master's,Other,7.7,3-5x/week,4,Suburban,72400,8.0,78,71
58,Bachelor's,Educator,8.9,3-5x/week,9,Urban,77700,7.8,85,72
64,Master's,Educator,10.0,Daily,7,Urban,89100,5.5,81,87
34,High School,Entrepreneur,6.4,1-2x/week,3,Suburban,60100,6.1,73,74
33,High School,Engineer,7.0,3-5x/week,0,Suburban,63200,6.6,82,48
56,PhD,Artist,10.0,3-5x/week,1,Urban,77900,6.5,84,63
24,Bachelor's,Other,7.7,Daily,0,Rural,49600,6.2,91,49
35,PhD,Engineer,7.1,Daily,8,Rural,98000,7.0,76,95
50,High School,Other,10.0,Daily,8,Urban,54000,9.2,79,67
40,Master's,Engineer,7.3,Rarely,4,Urban,88000,4.5,60,56
40,Master's,Entrepreneur,6.8,3-5x/week,4,Urban,83000,5.9,69,66
54,Master's,Educator,6.4,1-2x/week,7,Suburban,85100,5.4,72,54
36,High School,Entrepreneur,8.2,Daily,7,Rural,62900,6.5,75,73
29,Bachelor's,Doctor,5.3,Rarely,3,Rural,93100,4.1,60,44
43,Master's,Entrepreneur,6.5,3-5x/week,0,Urban,82200,5.5,83,22
24,Master's,Entrepreneur,9.6,1-2x/week,10,Suburban,79600,7.2,79,82
19,Bachelor's,Artist,5.3,Daily,0,Urban,42600,3.8,74,57
22,High School,Artist,7.9,Rarely,4,Rural,35800,6.7,68,48
65,PhD,Other,7.8,1-2x/week,1,Rural,86500,6.2,79,50
22,High School,Educator,10.0,Rarely,8,Suburban,52800,7.5,68,78
57,Master's,Educator,5.5,Rarely,9,Suburban,87300,6.6,56,94
36,High School,Engineer,4.5,1-2x/week,10,Rural,69400,6.4,68,82
46,Bachelor's,Artist,6.2,3-5x/week,3,Urban,54900,5.9,73,58
24,PhD,Doctor,7.4,1-2x/week,7,Urban,113100,7.1,68,72
46,PhD,Other,6.7,3-5x/week,5,Urban,80900,6.6,82,71
65,Master's,Artist,4.4,3-5x/week,4,Urban,73000,5.4,73,60
32,Master's,Artist,7.6,3-5x/week,6,Urban,60800,6.2,75,65
34,Bachelor's,Educator,9.0,1-2x/week,7,Urban,67100,6.2,85,89
24,High School,Entrepreneur,8.5,Rarely,4,Suburban,56600,9.3,63,53
28,Bachelor's,Entrepreneur,7.0,1-2x/week,1,Urban,66700,4.1,75,58
35,PhD,Engineer,7.9,1-2x/week,2,Urban,95000,6.1,69,48
32,Master's,Doctor,7.9,Daily,0,Rural,102800,5.6,85,43
56,High School,Educator,7.9,Rarely,8,Suburban,66400,5.1,75,66
38,Master's,Entrepreneur,6.4,3-5x/week,2,Suburban,81200,6.0,80,66
29,Bachelor's,Educator,7.7,Daily,7,Suburban,65100,6.9,92,65
40,Master's,Other,7.6,Rarely,9,Suburban,70500,7.8,57,76
43,Master's,Engineer,7.4,3-5x/week,4,Suburban,89200,6.8,74,58
40,High School,Doctor,9.7,Rarely,10,Rural,91000,5.4,75,81
26,Bachelor's,Entrepreneur,8.0,3-5x/week,6,Urban,68400,7.2,91,82
20,Bachelor's,Entrepreneur,4.8,1-2x/week,0,Rural,63000,4.8,73,62
52,Master's,Engineer,5.4,Rarely,5,Suburban,93300,5.2,62,80
53,Master's,Doctor,9.4,Daily,2,Urban,112200,5.7,92,44
18,Master's,Educator,8.6,Rarely,0,Rural,67200,5.4,71,55
40,High School,Engineer,7.4,Daily,7,Suburban,69500,7.1,83,73
57,High School,Entrepreneur,5.3,Rarely,3,Rural,69300,4.2,49,56
26,PhD,Educator,9.5,Rarely,10,Suburban,85400,6.9,69,87
55,High School,Artist,6.2,Rarely,0,Rural,47000,2.4,67,39
59,High School,Engineer,9.0,Daily,4,Rural,75600,7.3,87,54
24,Master's,Artist,6.9,1-2x/week,6,Urban,57600,3.9,77,89
63,Master's,Entrepreneur,5.9,3-5x/week,3,Urban,91700,5.8,78,50
19,Bachelor's,Engineer,6.5,1-2x/week,2,Suburban,68600,5.2,78,37
45,PhD,Educator,7.4,Rarely,0,Urban,88000,4.5,59,53
50,High School,Other,7.1,Daily,4,Suburban,52000,3.5,82,62
27,Master's,Artist,6.1,1-2x/week,7,Rural,59300,6.2,73,80
25,Bachelor's,Entrepreneur,5.6,Daily,3,Rural,66500,4.9,82,44
53,Master's,Other,7.4,3-5x/week,7,Urban,74700,5.5,71,83
23,Bachelor's,Other,4.0,Daily,7,Suburban,52700,4.5,68,70
22,Master's,Entrepreneur,6.0,1-2x/week,8,Urban,77800,6.2,73,69
43,PhD,Engineer,9.6,Rarely,5,Urban,99700,5.1,65,64
34,High School,Artist,7.9,3-5x/week,4,Urban,40600,5.6,87,81
55,PhD,Other,6.8,3-5x/week,0,Urban,82000,4.0,80,51
56,Master's,Other,6.4,Rarely,6,Rural,75400,6.9,67,67
51,Bachelor's,Other,5.6,Rarely,10,Rural,65400,5.7,59,82
64,Bachelor's,Doctor,6.0,3-5x/week,10,Urban,110600,8.4,71,87
29,PhD,Engineer,7.5,1-2x/week,9,Suburban,96100,6.3,85,77
18,Master's,Artist,4.8,3-5x/week,4,Rural,54200,3.2,71,42
25,PhD,Engineer,5.7,Daily,1,Rural,90500,6.0,89,51
21,High School,Artist,6.6,Rarely,2,Rural,34400,6.3,59,66
24,PhD,Artist,8.4,3-5x/week,6,Rural,67600,5.9,84,61
61,Master's,Engineer,5.7,Rarely,6,Rural,97400,5.1,63,62
18,PhD,Educator,7.6,Rarely,10,Urban,82200,7.2,61,71
42,High School,Entrepreneur,7.2,Rarely,3,Suburban,63300,6.6,60,61
21,Bachelor's,Engineer,6.9,3-5x/week,10,Rural,73400,6.7,80,69
38,Master's,Engineer,7.3,Rarely,10,Rural,90200,5.8,70,81
43,Bachelor's,Educator,10.0,Daily,7,Urban,70700,9.0,85,64
27,Master's,Entrepreneur,8.5,3-5x/week,8,Urban,79800,6.8,79,64
46,High School,Other,4.0,Rarely,10,Urban,53400,7.4,61,82
57,Bachelor's,Doctor,6.8,1-2x/week,9,Rural,107300,5.8,80,72
50,Bachelor's,Engineer,7.8,Rarely,9,Urban,84500,6.5,64,81
33,High School,Other,8.3,3-5x/week,0,Suburban,43200,3.6,83,50
51,Master's,Engineer,6.1,Rarely,8,Suburban,94400,6.9,56,75
22,High School,Artist,7.4,3-5x/week,9,Suburban,38300,8.1,78,81
42,Bachelor's,Artist,7.6,Daily,2,Suburban,52800,4.4,76,41
39,Master's,Artist,9.0,1-2x/week,8,Rural,64600,6.5,80,86
48,High School,Engineer,5.4,Daily,4,Suburban,71200,4.8,80,70
63,Master's,Artist,8.3,Daily,6,Suburban,73200,7.7,86,68
38,PhD,Educator,7.8,Rarely,2,Suburban,86200,6.5,63,62
53,Master's,Doctor,6.7,Daily,10,Rural,116200,7.1,83,82
42,High School,Educator,7.3,Daily,1,Suburban,57300,4.1,75,45
33,PhD,Engineer,7.5,Rarely,2,Urban,94200,5.2,64,52
28,Master's,Other,9.1,Daily,3,Urban,62700,6.7,82,53
36,Bachelor's,Doctor,7.4,1-2x/week,6,Urban,97400,4.8,64,73
51,Master's,Educator,5.3,1-2x/week,6,Rural,83400,6.2,71,86
55,High School,Entrepreneur,4.1,Rarely,6,Rural,70000,4.4,54,83
40,Bachelor's,Educator,6.9,1-2x/week,4,Rural,68000,5.7,72,73
25,PhD,Engineer,7.1,1-2x/week,0,Suburban,90000,5.3,75,44
59,High School,Other,6.7,Rarely,5,Urban,56100,6.6,56,66
40,Master's,Artist,4.5,3-5x/week,6,Urban,64000,4.5,73,67
58,Bachelor's,Educator,6.9,1-2x/week,7,Suburban,76700,5.2,73,91
32,Bachelor's,Engineer,5.2,Daily,2,Rural,73800,6.5,84,61
21,PhD,Entrepreneur,8.7,1-2x/week,8,Suburban,87400,8.1,80,90
23,Master's,Artist,5.2,Rarely,5,Rural,56700,6.2,65,64
50,Bachelor's,Doctor,4.0,1-2x/week,7,Urban,103500,5.7,58,60
49,Bachelor's,Engineer,6.9,Daily,10,Rural,84600,8.5,78,83
28,Bachelor's,Engineer,7.9,3-5x/week,0,Suburban,71200,6.4,86,47
28,Master's,Artist,5.3,3-5x/week,6,Urban,59200,4.6,73,68
41,Bachelor's,Engineer,6.1,Daily,3,Suburban,77900,5.8,77,56
65,High School,Artist,8.8,Daily,1,Rural,51500,4.6,83,51
29,Master's,Doctor,10.0,Daily,7,Suburban,105100,8.5,93,73
31,PhD,Engineer,7.4,Rarely,6,Urban,95400,6.4,56,55
45,Bachelor's,Doctor,9.9,Daily,5,Rural,100500,6.6,84,87
58,PhD,Other,7.4,1-2x/week,2,Suburban,84200,5.4,64,47
49,High School,Engineer,7.0,1-2x/week,9,Suburban,74100,7.0,66,77
64,Master's,Engineer,6.0,3-5x/week,9,Suburban,100100,5.9,78,81
57,Bachelor's,Educator,6.3,Daily,6,Rural,75800,7.1,85,75
43,PhD,Engineer,7.4,1-2x/week,0,Suburban,97200,5.9,70,51
61,High School,Artist,7.0,Rarely,1,Suburban,49900,4.4,62,61
45,High School,Other,5.0,1-2x/week,8,Urban,52000,6.5,72,53
25,Bachelor's,Other,7.0,Daily,8,Urban,54000,8.6,90,66
62,PhD,Artist,6.4,3-5x/week,4,Suburban,81800,6.9,82,60
64,PhD,Artist,5.5,Rarely,9,Rural,85100,7.8,68,64
29,Master's,Engineer,6.4,Daily,8,Urban,85600,4.1,89,60
29,Master's,Other,5.7,1-2x/week,7,Suburban,65100,5.9,75,65
60,Master's,Doctor,8.5,3-5x/week,2,Suburban,115000,5.5,78,63
32,High School,Entrepreneur,9.3,Rarely,6,Suburban,60800,9.8,71,70
54,Master's,Artist,6.1,Rarely,3,Urban,68100,4.7,66,59
39,High School,Doctor,8.5,Rarely,3,Urban,87100,5.0,71,67
46,Bachelor's,Educator,7.2,Rarely,1,Suburban,68900,5.5,61,47
30,PhD,Other,9.2,Daily,10,Rural,77000,7.3,80,81
24,High School,Educator,6.0,3-5x/week,9,Suburban,54100,5.6,66,78
44,PhD,Educator,8.3,Rarely,6,Rural,90600,7.5,71,69
52,High School,Educator,7.5,Rarely,7,Suburban,64300,6.7,61,70
44,Master's,Other,7.5,Daily,0,Suburban,67600,4.9,86,35
40,Master's,Artist,5.6,Rarely,7,Rural,64500,5.3,57,72
31,High School,Artist,8.5,Daily,1,Rural,37900,6.9,81,50
42,PhD,Doctor,7.7,Rarely,1,Urban,117300,6.1,72,51
36,High School,Artist,8.9,Daily,1,Suburban,39900,6.2,90,46
48,Master's,Engineer,6.4,1-2x/week,4,Urban,91200,7.8,77,74
55,High School,Other,8.3,Rarely,0,Suburban,52000,5.0,55,68
24,Bachelor's,Other,8.8,Rarely,1,Suburban,50100,5.5,73,52
65,Bachelor's,Entrepreneur,8.5,Rarely,2,Rural,82000,4.3,61,31
54,High School,Educator,4.9,1-2x/week,3,Suburban,63100,4.9,64,63
18,Master's,Educator,6.6,Daily,3,Suburban,68700,7.1,81,64
64,Master's,Artist,9.8,3-5x/week,5,Suburban,73100,8.2,82,61
52,Bachelor's,Doctor,6.4,Daily,10,Urban,105800,7.3,80,91
62,High School,Educator,8.1,1-2x/week,7,Urban,68300,5.1,83,61
37,Master's,Artist,5.3,Daily,0,Suburban,59800,4.5,77,51
26,Bachelor's,Engineer,7.8,3-5x/week,8,Suburban,74400,6.3,75,64
27,High School,Entrepreneur,8.5,3-5x/week,2,Suburban,56800,5.3,76,59
23,High School,Engineer,8.1,1-2x/week,10,Suburban,64200,8.0,73,71
52,High School,Educator,9.2,Daily,1,Suburban,61300,6.1,84,53
28,Bachelor's,Engineer,9.6,3-5x/week,1,Suburban,71700,7.4,88,67
58,High School,Artist,9.9,Daily,7,Urban,51700,7.3,87,70
35,PhD,Other,4.1,Rarely,2,Urban,75000,2.9,57,46
25,Bachelor's,Entrepreneur,9.0,Daily,9,Rural,69500,6.6,83,84
63,High School,Artist,9.7,1-2x/week,7,Rural,53700,7.0,73,67
31,PhD,Doctor,6.7,Rarely,8,Rural,116400,7.2,70,93
62,Master's,Entrepreneur,5.8,1-2x/week,9,Suburban,94300,7.7,80,80
32,Master's,Engineer,9.3,1-2x/week,4,Suburban,84800,6.3,77,73
32,High School,Entrepreneur,6.9,1-2x/week,3,Urban,59300,5.0,81,70
36,Bachelor's,Artist,5.2,1-2x/week,2,Suburban,50400,5.7,72,62
34,Bachelor's,Other,7.7,1-2x/week,3,Urban,55100,4.0,74,56
28,PhD,Entrepreneur,8.9,3-5x/week,3,Rural,87700,7.0,83,57
43,High School,Educator,7.5,3-5x/week,7,Urban,60700,6.3,76,68
53,PhD,Entrepreneur,6.6,1-2x/week,1,Rural,96700,5.2,74,44
24,PhD,Doctor,9.4,Daily,8,Urban,113600,6.1,84,62
43,High School,Educator,7.8,Daily,1,Urban,57700,5.1,78,51
49,High School,Engineer,7.8,Daily,1,Suburban,70100,4.1,85,42
27,Master's,Doctor,6.3,1-2x/week,10,Suburban,105800,7.2,67,78
29,High School,Engineer,8.1,1-2x/week,4,Suburban,63600,4.4,76,56
21,Master's,Engineer,7.4,3-5x/week,1,Rural,78900,5.8,83,50
59,Bachelor's,Artist,7.5,3-5x/week,5,Suburban,61100,6.5,81,62
53,Bachelor's,Doctor,7.8,3-5x/week,6,Rural,104200,4.7,78,63
21,Master's,Doctor,6.3,1-2x/week,7,Suburban,101900,4.4,75,74
48,High School,Other,7.0,Daily,10,Urban,54200,7.9,95,71
58,Bachelor's,Engineer,9.4,Daily,9,Urban,87700,8.2,90,59
30,High School,Engineer,7.8,3-5x/week,6,Urban,65000,5.4,77,53
51,High School,Artist,8.2,1-2x/week,7,Suburban,48900,6.3,75,77
61,High School,Educator,4.7,1-2x/week,3,Suburban,65900,5.5,66,59
49,Master's,Entrepreneur,5.1,3-5x/week,10,Rural,89600,5.3,72,89
27,High School,Engineer,7.0,Rarely,0,Urban,60800,4.5,66,42
34,Master's,Entrepreneur,4.0,Rarely,0,Urban,78600,3.9,63,50
54,High School,Doctor,8.3,Daily,1,Suburban,92100,6.5,90,56
26,High School,Educator,9.1,3-5x/week,3,Suburban,51900,4.8,81,56
65,PhD,Engineer,6.5,Daily,0,Suburban,106000,4.4,82,55
53,High School,Artist,4.7,Rarely,6,Rural,49200,4.9,60,59
23,High School,Artist,6.3,Rarely,4,Rural,36200,4.1,62,61
21,Bachelor's,Entrepreneur,6.4,3-5x/week,8,Suburban,67400,6.3,83,54
51,Master's,Entrepreneur,6.7,Rarely,4,Urban,87400,6.7,58,64
49,Master's,Engineer,6.4,Rarely,5,Urban,92100,5.5,62,85
63,High School,Doctor,6.4,Daily,8,Urban,99200,5.7,79,90
51,High School,Other,8.3,3-5x/week,4,Urban,52400,5.0,77,70
19,High School,Artist,9.2,3-5x/week,1,Rural,33100,5.1,74,66
23,Master's,Doctor,9.9,Daily,4,Rural,101200,6.8,84,50
39,Bachelor's,Artist,6.4,Daily,5,Suburban,53100,5.5,76,57
30,Bachelor's,Artist,4.3,Rarely,6,Rural,50000,6.0,64,59
31,Master's,Artist,5.8,3-5x/week,4,Suburban,59400,5.5,76,66
59,PhD,Educator,7.4,Rarely,0,Rural,93600,4.3,69,58
20,Bachelor's,Engineer,8.1,Rarely,4,Urban,70000,5.2,62,61
39,Master's,Engineer,8.3,3-5x/week,2,Urban,86600,5.4,76,39
63,High School,Artist,4.8,Daily,8,Rural,54200,5.5,79,79
49,PhD,Educator,9.1,Daily,5,Urban,92100,4.7,88,78
55,Bachelor's,Doctor,6.2,Daily,7,Rural,105500,5.5,75,68
56,High School,Other,8.6,Daily,0,Suburban,52400,5.3,79,40
56,PhD,Artist,9.0,Daily,10,Rural,82400,6.2,82,88
53,Bachelor's,Other,8.1,1-2x/week,7,Suburban,64700,6.4,78,77
42,PhD,Other,6.3,1-2x/week,7,Suburban,80300,7.3,70,64
58,High School,Entrepreneur,6.3,Daily,5,Suburban,70700,6.0,85,50
45,High School,Artist,8.3,3-5x/week,4,Suburban,45000,6.5,78,54
55,PhD,Entrepreneur,8.3,1-2x/week,3,Rural,98500,5.8,68,62
63,Master's,Engineer,5.9,Rarely,1,Suburban,95700,4.4,63,61
49,High School,Other,7.2,3-5x/week,9,Urban,54100,7.9,67,75
37,Master's,Doctor,10.0,Daily,7,Suburban,108300,8.0,83,73
47,PhD,Engineer,9.1,3-5x/week,10,Suburban,103800,7.5,87,90
59,High School,Engineer,6.0,1-2x/week,7,Urban,77100,4.9,61,48
62,Bachelor's,Entrepreneur,5.1,Daily,8,Rural,83800,5.0,74,81
21,High School,Doctor,9.4,1-2x/week,0,Rural,78400,8.1,78,58
27,PhD,Engineer,5.0,3-5x/week,9,Suburban,95300,7.2,74,62
27,High School,Other,5.8,Daily,0,Suburban,40800,4.2,80,40
34,Bachelor's,Other,5.9,Rarely,7,Rural,57100,4.1,64,71
35,High School,Engineer,10.0,Rarely,1,Suburban,64500,7.8,66,57
44,High School,Engineer,6.4,3-5x/week,6,Rural,70600,5.8,79,82
21,High School,Other,9.4,3-5x/week,9,Urban,42900,9.0,89,74
19,High School,Entrepreneur,6.3,Daily,9,Urban,57100,5.1,80,78
38,PhD,Doctor,5.7,Daily,8,Suburban,119200,5.5,89,80
65,PhD,Educator,10.0,3-5x/week,8,Rural,100000,5.8,84,60
29,PhD,Educator,7.5,1-2x/week,3,Suburban,83100,6.0,69,70
25,Master's,Other,8.7,Rarely,9,Suburban,64500,6.9,64,77
54,Bachelor's,Engineer,7.3,Daily,0,Rural,81600,5.4,85,44
28,High School,Doctor,8.1,3-5x/week,7,Rural,84700,7.5,86,59
58,PhD,Entrepreneur,8.6,Rarely,5,Rural,100700,8.7,53,64
61,High School,Other,7.2,Daily,3,Rural,55900,5.2,87,59
22,Bachelor's,Educator,6.4,Rarely,0,Urban,58800,5.8,61,37
30,Bachelor's,Engineer,6.5,Rarely,6,Urban,75000,6.4,54,78
37,Master's,Other,7.7,1-2x/week,9,Suburban,69300,8.8,79,80
27,Bachelor's,Engineer,8.7,3-5x/week,5,Urban,73300,7.2,72,53
34,PhD,Educator,6.3,Rarely,9,Suburban,88100,7.4,57,59
59,PhD,Entrepreneur,5.8,Rarely,3,Rural,100100,6.6,59,76
48,High School,Engineer,8.6,3-5x/week,6,Suburban,72200,8.0,73,55
57,Master's,Educator,7.2,1-2x/week,1,Suburban,83300,5.4,75,54
30,Bachelor's,Engineer,8.4,Daily,9,Urban,76500,6.3,87,62
41,Master's,Engineer,10.0,Rarely,2,Suburban,87400,7.3,69,69
19,Bachelor's,Artist,8.8,3-5x/week,9,Suburban,47100,7.9,80,78
26,Bachelor's,Educator,7.4,1-2x/week,4,Suburban,62400,5.6,71,69
49,PhD,Other,5.3,1-2x/week,10,Suburban,84600,5.7,76,91
56,PhD,Entrepreneur,9.7,Daily,3,Rural,98900,5.2,88,62
65,Master's,Artist,6.1,3-5x/week,8,Suburban,75000,8.2,80,76
36,PhD,Doctor,5.9,Daily,4,Urban,116400,4.9,80,61
53,Bachelor's,Artist,6.1,Daily,3,Urban,57700,5.9,83,60
40,Master's,Other,6.6,1-2x/week,4,Rural,68000,7.1,79,69
61,PhD,Educator,7.3,Rarely,3,Urban,95900,4.8,58,45
39,High School,Engineer,4.5,3-5x/week,1,Rural,66100,3.6,62,56
27,PhD,Educator,7.0,Daily,3,Urban,82300,6.2,76,52
55,Master's,Engineer,5.0,1-2x/week,0,Urban,92000,3.6,69,49
19,High School,Doctor,8.4,Rarely,5,Suburban,80100,6.1,61,49
50,PhD,Engineer,5.8,Rarely,0,Suburban,100000,4.5,62,51
19,PhD,Educator,8.0,1-2x/week,10,Rural,82600,9.7,84,81
21,Master's,Other,7.1,1-2x/week,8,Urban,62400,6.4,79,91
59,PhD,Educator,8.4,Rarely,0,Rural,93600,3.9,65,58
39,Bachelor's,Educator,5.1,Rarely,2,Urban,66600,3.8,56,49
34,Bachelor's,Other,6.6,3-5x/week,9,Rural,58100,7.3,83,84
50,High School,Entrepreneur,10.0,Rarely,6,Urban,68000,7.2,77,75
58,PhD,Engineer,4.0,1-2x/week,5,Suburban,105700,5.1,77,67
20,Bachelor's,Other,7.1,Rarely,0,Suburban,48000,4.3,56,57
32,High School,Doctor,6.7,3-5x/week,7,Rural,86300,7.5,81,71
39,Master's,Educator,8.6,3-5x/week,4,Rural,77600,7.4,74,55
27,High School,Doctor,6.4,Rarely,5,Urban,83300,6.6,60,55
28,Bachelor's,Entrepreneur,6.7,3-5x/week,3,Urban,67700,5.7,74,63
34,PhD,Entrepreneur,8.7,Daily,3,Suburban,90100,6.9,89,72
45,Master's,Educator,5.5,3-5x/week,10,Urban,83000,7.3,77,90
32,Bachelor's,Other,5.6,3-5x/week,6,Rural,55800,6.6,67,73
41,PhD,Engineer,7.4,Rarely,2,Rural,97400,6.7,71,32
43,High School,Doctor,9.0,Rarely,3,Suburban,88700,5.3,58,47
65,Master's,Educator,6.0,3-5x/week,10,Rural,91000,7.2,68,70
34,PhD,Doctor,7.2,Daily,4,Suburban,115600,6.3,82,55
56,Master's,Artist,6.3,Daily,5,Rural,69900,3.6,76,84
62,PhD,Other,7.1,1-2x/week,10,Urban,89800,7.9,68,73
56,Master's,Educator,10.0,Rarely,3,Rural,83900,8.0,69,82
52,Master's,Entrepreneur,4.9,1-2x/week,5,Urban,88300,6.1,70,68
30,Master's,Entrepreneur,7.8,3-5x/week,10,Suburban,82000,6.7,77,64
30,Bachelor's,Educator,10.0,1-2x/week,2,Urban,63000,7.4,81,48
52,PhD,Doctor,6.5,1-2x/week,9,Urban,125300,5.5,61,70
61,PhD,Artist,6.9,1-2x/week,8,Urban,83400,6.1,76,51
59,Bachelor's,Artist,7.0,Rarely,8,Urban,62600,5.9,58,74
44,Bachelor's,Doctor,6.8,1-2x/week,7,Suburban,101100,6.8,66,71
30,High School,Artist,8.2,3-5x/week,10,Suburban,42000,8.2,75,78
41,High School,Doctor,6.3,Daily,8,Rural,90400,5.8,92,74
56,High School,Artist,8.5,1-2x/week,0,Rural,47400,6.0,76,40
44,Bachelor's,Artist,5.0,Daily,3,Urban,54100,3.5,75,78
33,Bachelor's,Other,4.6,Daily,2,Suburban,54200,6.1,73,66
50,Master's,Engineer,9.3,1-2x/week,5,Rural,92500,6.0,89,76
30,Bachelor's,Other,6.8,Daily,7,Urban,55500,5.0,85,49
61,High School,Doctor,7.1,3-5x/week,8,Rural,98400,6.0,84,86
42,Master's,Artist,8.9,3-5x/week,2,Suburban,62800,6.3,80,46
63,PhD,Other,6.5,Daily,0,Suburban,85200,7.6,80,57
61,Bachelor's,Educator,7.5,Daily,9,Rural,78900,5.9,83,68
53,Bachelor's,Engineer,6.3,1-2x/week,3,Urban,82700,5.8,77,54
42,Master's,Artist,10.0,Rarely,10,Suburban,66800,7.4,65,76
33,PhD,Doctor,7.1,3-5x/week,4,Urban,115200,8.6,79,72
27,Bachelor's,Entrepreneur,6.3,1-2x/week,3,Urban,67300,7.3,66,65
49,Master's,Engineer,4.9,Rarely,9,Urban,94100,7.8,55,90
60,High School,Artist,8.0,3-5x/week,6,Urban,52000,7.9,73,79
51,PhD,Other,7.6,1-2x/week,3,Urban,81900,5.4,71,61
35,High School,Other,6.7,Daily,10,Rural,49000,6.1,85,87
63,High School,Entrepreneur,9.7,3-5x/week,9,Rural,74700,7.5,80,65
44,Bachelor's,Engineer,8.9,1-2x/week,1,Urban,78100,6.9,75,59
31,PhD,Artist,6.8,Daily,2,Rural,68400,3.9,91,61
50,Bachelor's,Other,5.8,3-5x/week,9,Rural,64500,7.9,74,100
46,Bachelor's,Artist,8.3,1-2x/week,1,Rural,53900,6.2,75,55
23,Master's,Artist,9.5,Daily,10,Suburban,59200,7.0,83,65
43,High School,Doctor,8.2,1-2x/week,4,Rural,89200,7.0,75,76
51,High School,Artist,4.0,Daily,3,Rural,46900,4.8,82,62
22,PhD,Artist,7.8,Rarely,9,Urban,68300,6.4,66,89
19,Master's,Engineer,6.7,Rarely,9,Rural,82100,7.9,64,74
62,Bachelor's,Doctor,7.7,Rarely,10,Urban,109800,8.4,65,96
62,Master's,Entrepreneur,5.4,Daily,2,Urban,90800,6.8,77,56
57,PhD,Entrepreneur,5.9,Daily,5,Suburban,100300,7.6,78,71
45,Master's,Engineer,8.0,Daily,4,Urban,90000,7.2,91,64
21,Master's,Other,6.2,Daily,1,Urban,58900,5.2,81,44
63,Master's,Artist,5.6,1-2x/week,6,Suburban,73200,4.2,66,73
35,PhD,Other,10.0,Daily,8,Suburban,78000,7.3,95,75
29,PhD,Artist,6.2,3-5x/week,7,Rural,70100,6.3,72,83
46,High School,Entrepreneur,5.5,Daily,6,Urban,66400,4.7,90,71
34,Bachelor's,Doctor,6.8,3-5x/week,8,Suburban,97600,8.7,78,78
50,Bachelor's,Artist,7.3,3-5x/week,5,Suburban,57500,4.8,85,76
23,Master's,Educator,7.2,Daily,8,Suburban,73200,8.3,84,66
31,High School,Other,5.7,Daily,7,Rural,45900,5.8,81,60
